i,date,pm10,station_code,station_name,max_temp,min_temp,mean_temp,min_ground_temp,sum_precipitation,type_precipitation,show_height
4455,2013-03-14,55.5,250190390,KRAKÓW-OBSERWATORIUM,-0.7,-4.5,-3.3,-4.1,9.2,S,3
4456,2013-03-15,30.5,250190390,KRAKÓW-OBSERWATORIUM,-1.3,-6.3,-4.0,-6.6,0.1,S,13
4457,2013-03-16,63.5,250190390,KRAKÓW-OBSERWATORIUM,1.9,-7.1,-3.8,-12.2,0.0,,10
4458,2013-03-17,111.5,250190390,KRAKÓW-OBSERWATORIUM,2.4,-11.8,-5.2,-11.8,0.0,,6
4459,2013-03-18,49.5,250190390,KRAKÓW-OBSERWATORIUM,4.7,-5.6,-1.1,-7.0,4.9,S,4
4460,2013-03-19,40.0,250190390,KRAKÓW-OBSERWATORIUM,3.8,0.0,1.7,-0.6,0.2,S,7
4461,2013-03-20,63.5,250190390,KRAKÓW-OBSERWATORIUM,10.6,-0.9,3.8,-3.4,0.0,,4
4462,2013-03-21,81.5,250190390,KRAKÓW-OBSERWATORIUM,5.7,-0.2,2.1,-2.1,12.3,S,0
4463,2013-03-22,42.5,250190390,KRAKÓW-OBSERWATORIUM,2.6,-2.7,-1.0,-3.1,0.5,S,7
4464,2013-03-23,46.5,250190390,KRAKÓW-OBSERWATORIUM,-2.3,-9.7,-7.0,-11.4,0.0,,6
4465,2013-03-24,83.5,250190390,KRAKÓW-OBSERWATORIUM,-2.5,-13.1,-7.9,-13.9,0.0,,3
4466,2013-03-25,65.5,250190390,KRAKÓW-OBSERWATORIUM,-1.8,-8.3,-4.8,-8.9,0.0,,0
4467,2013-03-26,26.5,250190390,KRAKÓW-OBSERWATORIUM,-1.2,-4.5,-2.9,-5.5,0.1,S,0
4468,2013-03-27,28.0,250190390,KRAKÓW-OBSERWATORIUM,-0.7,-4.5,-2.8,-5.4,0.0,S,0
4469,2013-03-28,38.5,250190390,KRAKÓW-OBSERWATORIUM,6.2,-3.5,0.5,-4.7,2.4,S,0
4470,2013-03-29,77.0,250190390,KRAKÓW-OBSERWATORIUM,3.5,-2.0,0.4,-4.2,7.8,S,3
4471,2013-03-30,110.0,250190390,KRAKÓW-OBSERWATORIUM,5.3,-2.0,1.6,-6.0,3.7,S,4
4472,2013-03-31,51.0,250190390,KRAKÓW-OBSERWATORIUM,3.0,-0.1,0.9,-1.2,8.2,S,3
4473,2013-04-01,39.0,250190390,KRAKÓW-OBSERWATORIUM,1.8,-1.8,-0.1,-3.0,0.0,W,5
4474,2013-04-02,59.5,250190390,KRAKÓW-OBSERWATORIUM,4.2,-4.6,-0.5,-6.7,3.6,S,3
4475,2013-04-03,34.0,250190390,KRAKÓW-OBSERWATORIUM,2.2,-0.7,0.7,-2.0,6.0,S,6
4476,2013-04-04,48.0,250190390,KRAKÓW-OBSERWATORIUM,3.5,0.0,1.6,-1.6,0.0,W,8
4477,2013-04-05,92.5,250190390,KRAKÓW-OBSERWATORIUM,3.6,0.6,1.9,-1.2,1.3,W,3
4478,2013-04-06,55.5,250190390,KRAKÓW-OBSERWATORIUM,3.7,0.8,2.3,-1.1,0.0,W,0
4479,2013-04-07,66.5,250190390,KRAKÓW-OBSERWATORIUM,5.4,0.5,2.6,-1.2,0.0,,0
4480,2013-04-08,64.5,250190390,KRAKÓW-OBSERWATORIUM,8.6,-3.5,2.4,-5.8,0.0,W,0
4481,2013-04-09,63.0,250190390,KRAKÓW-OBSERWATORIUM,5.4,0.3,2.6,-3.1,0.2,S,0
4482,2013-04-10,62.0,250190390,KRAKÓW-OBSERWATORIUM,13.1,1.9,6.7,0.8,0.0,W,0
4483,2013-04-11,45.0,250190390,KRAKÓW-OBSERWATORIUM,16.7,0.5,8.9,-3.1,0.1,W,0
4484,2013-04-12,33.5,250190390,KRAKÓW-OBSERWATORIUM,14.9,6.3,11.1,1.6,4.2,W,0
4485,2013-04-13,24.0,250190390,KRAKÓW-OBSERWATORIUM,16.5,6.6,10.7,2.3,0.9,W,0
4486,2013-04-14,24.5,250190390,KRAKÓW-OBSERWATORIUM,15.4,6.5,10.2,2.6,0.0,W,0
4487,2013-04-15,40.5,250190390,KRAKÓW-OBSERWATORIUM,14.6,2.6,8.3,-1.6,0.0,,0
4488,2013-04-16,60.5,250190390,KRAKÓW-OBSERWATORIUM,21.6,1.3,11.1,-1.7,0.0,,0
4489,2013-04-17,81.5,250190390,KRAKÓW-OBSERWATORIUM,20.2,5.1,12.8,0.7,0.0,W,0
4490,2013-04-18,76.0,250190390,KRAKÓW-OBSERWATORIUM,25.2,5.4,15.1,1.6,0.0,,0
4491,2013-04-19,57.5,250190390,KRAKÓW-OBSERWATORIUM,22.7,9.1,14.4,5.4,0.0,,0
4492,2013-04-20,41.5,250190390,KRAKÓW-OBSERWATORIUM,15.6,10.3,12.4,8.7,0.0,,0
4493,2013-04-21,25.0,250190390,KRAKÓW-OBSERWATORIUM,16.3,7.0,11.3,4.8,0.0,,0
4494,2013-04-22,58.5,250190390,KRAKÓW-OBSERWATORIUM,21.5,5.3,12.8,1.8,0.0,,0
4495,2013-04-23,61.5,250190390,KRAKÓW-OBSERWATORIUM,24.9,6.0,14.2,2.9,2.2,W,0
4496,2013-04-24,58.5,250190390,KRAKÓW-OBSERWATORIUM,21.9,11.6,16.5,7.6,0.0,,0
4497,2013-04-25,58.0,250190390,KRAKÓW-OBSERWATORIUM,24.4,8.2,16.5,5.2,0.0,,0
4498,2013-04-26,51.5,250190390,KRAKÓW-OBSERWATORIUM,28.2,9.3,18.6,6.3,0.0,,0
4499,2013-04-27,51.5,250190390,KRAKÓW-OBSERWATORIUM,27.1,13.1,19.9,9.9,1.5,W,0
4500,2013-04-28,37.0,250190390,KRAKÓW-OBSERWATORIUM,19.3,11.4,14.3,10.5,0.1,W,0
4501,2013-04-29,42.5,250190390,KRAKÓW-OBSERWATORIUM,25.4,9.6,16.9,8.7,0.1,W,0
4502,2013-04-30,39.0,250190390,KRAKÓW-OBSERWATORIUM,20.7,13.4,16.3,12.7,0.0,,0
4503,2013-05-01,36.0,250190390,KRAKÓW-OBSERWATORIUM,16.9,10.5,12.9,10.5,0.0,,0
4504,2013-05-02,36.5,250190390,KRAKÓW-OBSERWATORIUM,14.3,10.8,12.7,10.0,34.5,W,0
4505,2013-05-03,26.0,250190390,KRAKÓW-OBSERWATORIUM,18.3,12.4,14.3,12.4,17.3,W,0
4506,2013-05-04,31.5,250190390,KRAKÓW-OBSERWATORIUM,13.6,9.1,11.4,8.7,0.0,W,0
4507,2013-05-05,34.5,250190390,KRAKÓW-OBSERWATORIUM,21.8,7.2,14.0,7.1,0.0,,0
4508,2013-05-06,47.5,250190390,KRAKÓW-OBSERWATORIUM,23.4,9.9,17.0,8.6,0.0,W,0
4509,2013-05-07,39.5,250190390,KRAKÓW-OBSERWATORIUM,26.4,13.9,18.5,12.4,3.1,W,0
4510,2013-05-08,42.0,250190390,KRAKÓW-OBSERWATORIUM,28.7,13.0,18.8,12.1,0.0,,0
4511,2013-05-09,42.0,250190390,KRAKÓW-OBSERWATORIUM,28.3,12.0,20.1,11.0,0.0,W,0
4512,2013-05-10,43.5,250190390,KRAKÓW-OBSERWATORIUM,27.3,12.9,20.4,11.9,0.0,,0
4513,2013-05-11,36.0,250190390,KRAKÓW-OBSERWATORIUM,23.5,15.4,18.0,14.2,0.0,,0
4514,2013-05-12,20.0,250190390,KRAKÓW-OBSERWATORIUM,16.6,11.1,12.8,10.5,2.2,W,0
4515,2013-05-13,24.5,250190390,KRAKÓW-OBSERWATORIUM,11.8,10.0,10.9,9.7,5.2,W,0
4516,2013-05-14,38.0,250190390,KRAKÓW-OBSERWATORIUM,19.2,10.0,13.7,9.5,0.0,,0
4517,2013-05-15,36.0,250190390,KRAKÓW-OBSERWATORIUM,22.0,6.5,14.7,5.9,0.0,,0
4518,2013-05-16,33.5,250190390,KRAKÓW-OBSERWATORIUM,26.0,9.5,17.7,8.6,0.0,,0
4519,2013-05-17,39.0,250190390,KRAKÓW-OBSERWATORIUM,26.4,11.3,19.2,10.4,0.0,W,0
4520,2013-05-18,30.0,250190390,KRAKÓW-OBSERWATORIUM,23.7,15.0,19.0,13.9,0.0,,0
4521,2013-05-19,29.0,250190390,KRAKÓW-OBSERWATORIUM,27.2,11.4,19.4,10.5,0.1,W,0
4522,2013-05-20,35.0,250190390,KRAKÓW-OBSERWATORIUM,23.5,15.0,18.4,14.2,0.9,W,0
4523,2013-05-21,21.0,250190390,KRAKÓW-OBSERWATORIUM,20.5,8.9,14.8,8.0,0.3,W,0
4524,2013-05-22,22.5,250190390,KRAKÓW-OBSERWATORIUM,20.0,7.5,13.5,6.7,2.3,W,0
4525,2013-05-23,19.5,250190390,KRAKÓW-OBSERWATORIUM,14.1,8.0,10.4,6.9,1.6,W,0
4526,2013-05-24,18.5,250190390,KRAKÓW-OBSERWATORIUM,12.0,8.2,10.2,8.0,0.9,W,0
4527,2013-05-25,31.5,250190390,KRAKÓW-OBSERWATORIUM,15.5,9.0,12.1,8.5,0.0,,0
4528,2013-05-26,24.0,250190390,KRAKÓW-OBSERWATORIUM,16.1,7.1,11.6,5.9,0.0,,0
4529,2013-05-27,16.5,250190390,KRAKÓW-OBSERWATORIUM,15.0,8.0,11.1,7.1,1.3,W,0
4530,2013-05-28,18.0,250190390,KRAKÓW-OBSERWATORIUM,17.4,10.1,13.5,9.1,0.3,W,0
4531,2013-05-29,26.0,250190390,KRAKÓW-OBSERWATORIUM,22.8,8.2,15.8,6.4,0.0,W,0
4532,2013-05-30,27.0,250190390,KRAKÓW-OBSERWATORIUM,21.1,12.2,15.6,10.5,22.8,W,0
4533,2013-05-31,25.0,250190390,KRAKÓW-OBSERWATORIUM,20.9,12.4,16.2,11.7,3.0,W,0
4534,2013-06-01,17.0,250190390,KRAKÓW-OBSERWATORIUM,17.2,11.3,13.2,10.6,24.0,W,0
4535,2013-06-02,22.0,250190390,KRAKÓW-OBSERWATORIUM,19.9,9.5,14.7,8.5,10.0,W,0
4536,2013-06-03,18.5,250190390,KRAKÓW-OBSERWATORIUM,18.1,12.9,14.5,12.4,26.5,W,0
4537,2013-06-04,16.5,250190390,KRAKÓW-OBSERWATORIUM,18.0,13.2,15.2,12.7,27.2,W,0
4538,2013-06-05,16.5,250190390,KRAKÓW-OBSERWATORIUM,14.6,12.1,13.0,11.5,5.0,W,0
4539,2013-06-06,25.5,250190390,KRAKÓW-OBSERWATORIUM,17.7,11.6,14.6,11.2,0.0,W,0
4540,2013-06-07,27.0,250190390,KRAKÓW-OBSERWATORIUM,22.9,13.9,18.1,12.8,7.5,W,0
4541,2013-06-08,29.5,250190390,KRAKÓW-OBSERWATORIUM,25.0,13.5,18.8,12.9,0.1,W,0
4542,2013-06-09,24.5,250190390,KRAKÓW-OBSERWATORIUM,28.2,13.7,20.2,13.2,0.8,W,0
4543,2013-06-10,26.0,250190390,KRAKÓW-OBSERWATORIUM,27.0,14.9,19.0,13.1,8.7,W,0
4544,2013-06-11,18.0,250190390,KRAKÓW-OBSERWATORIUM,20.0,13.8,16.0,13.5,12.8,W,0
4545,2013-06-12,28.0,250190390,KRAKÓW-OBSERWATORIUM,19.7,12.2,15.8,11.7,0.0,W,0
4546,2013-06-13,28.0,250190390,KRAKÓW-OBSERWATORIUM,25.1,10.8,18.1,10.1,0.0,,0
4547,2013-06-14,22.0,250190390,KRAKÓW-OBSERWATORIUM,26.3,12.7,19.5,12.2,0.0,,0
4548,2013-06-15,27.5,250190390,KRAKÓW-OBSERWATORIUM,25.2,16.4,20.5,15.8,0.0,,0
4549,2013-06-16,26.0,250190390,KRAKÓW-OBSERWATORIUM,28.3,15.0,21.7,14.3,0.0,,0
4550,2013-06-17,37.5,250190390,KRAKÓW-OBSERWATORIUM,28.3,16.4,22.5,15.8,0.0,,0
4551,2013-06-18,39.5,250190390,KRAKÓW-OBSERWATORIUM,34.0,17.0,24.8,16.3,0.0,W,0
4552,2013-06-19,32.0,250190390,KRAKÓW-OBSERWATORIUM,28.1,19.0,23.6,18.6,0.0,,0
4553,2013-06-20,43.5,250190390,KRAKÓW-OBSERWATORIUM,32.2,16.8,24.1,16.2,0.0,W,0
4554,2013-06-21,41.5,250190390,KRAKÓW-OBSERWATORIUM,34.5,20.2,27.1,19.5,0.0,,0
4555,2013-06-22,25.0,250190390,KRAKÓW-OBSERWATORIUM,29.3,19.8,23.9,18.7,1.9,W,0
4556,2013-06-23,23.0,250190390,KRAKÓW-OBSERWATORIUM,26.7,18.9,21.3,18.1,23.3,W,0
4557,2013-06-24,18.5,250190390,KRAKÓW-OBSERWATORIUM,24.3,17.4,19.7,17.1,55.9,W,0
4558,2013-06-25,12.5,250190390,KRAKÓW-OBSERWATORIUM,19.0,14.5,15.9,13.9,6.6,W,0
4559,2013-06-26,12.0,250190390,KRAKÓW-OBSERWATORIUM,15.4,11.7,13.3,11.3,0.2,W,0
4560,2013-06-27,16.5,250190390,KRAKÓW-OBSERWATORIUM,16.0,11.0,13.5,10.2,3.8,W,0
4561,2013-06-28,14.5,250190390,KRAKÓW-OBSERWATORIUM,16.5,12.1,14.3,11.8,13.6,W,0
4562,2013-06-29,21.5,250190390,KRAKÓW-OBSERWATORIUM,21.0,13.7,17.1,13.7,0.7,W,0
4563,2013-06-30,20.5,250190390,KRAKÓW-OBSERWATORIUM,18.8,11.2,14.8,10.6,0.2,W,0
4564,2013-07-01,25.5,250190390,KRAKÓW-OBSERWATORIUM,21.8,9.1,15.9,8.0,0.0,,0
4565,2013-07-02,29.0,250190390,KRAKÓW-OBSERWATORIUM,26.9,10.9,19.3,10.0,0.0,,0
4566,2013-07-03,29.0,250190390,KRAKÓW-OBSERWATORIUM,29.2,13.2,21.6,12.7,0.0,,0
4567,2013-07-04,36.5,250190390,KRAKÓW-OBSERWATORIUM,28.9,15.2,22.0,14.7,0.0,,0
4568,2013-07-05,33.0,250190390,KRAKÓW-OBSERWATORIUM,27.6,15.5,20.5,14.9,29.4,W,0
4569,2013-07-06,15.0,250190390,KRAKÓW-OBSERWATORIUM,24.3,17.0,20.4,16.4,0.0,,0
4570,2013-07-07,20.0,250190390,KRAKÓW-OBSERWATORIUM,26.1,17.3,21.1,16.9,0.0,,0
4571,2013-07-08,23.5,250190390,KRAKÓW-OBSERWATORIUM,25.8,13.0,19.7,12.4,0.0,,0
4572,2013-07-09,31.5,250190390,KRAKÓW-OBSERWATORIUM,27.8,13.3,20.6,12.9,0.0,,0
4573,2013-07-10,34.0,250190390,KRAKÓW-OBSERWATORIUM,29.0,14.3,21.7,13.6,3.4,W,0
4574,2013-07-11,17.0,250190390,KRAKÓW-OBSERWATORIUM,25.2,14.5,18.8,14.0,5.2,W,0
4575,2013-07-12,15.5,250190390,KRAKÓW-OBSERWATORIUM,20.0,13.4,16.0,12.9,16.6,W,0
4576,2013-07-13,13.5,250190390,KRAKÓW-OBSERWATORIUM,16.1,12.5,14.4,11.9,3.6,W,0
4577,2013-07-14,17.5,250190390,KRAKÓW-OBSERWATORIUM,23.9,13.9,18.1,13.5,4.6,W,0
4578,2013-07-15,15.0,250190390,KRAKÓW-OBSERWATORIUM,20.3,14.1,16.0,12.9,6.0,W,0
4579,2013-07-16,25.0,250190390,KRAKÓW-OBSERWATORIUM,24.1,12.5,18.5,11.9,0.0,,0
4580,2013-07-17,30.5,250190390,KRAKÓW-OBSERWATORIUM,26.3,14.3,20.3,13.3,0.0,W,0
4581,2013-07-18,29.5,250190390,KRAKÓW-OBSERWATORIUM,27.8,14.5,21.1,13.5,0.0,,0
4582,2013-07-19,30.0,250190390,KRAKÓW-OBSERWATORIUM,28.5,15.7,22.0,14.7,0.0,,0
4583,2013-07-20,17.5,250190390,KRAKÓW-OBSERWATORIUM,24.8,17.5,20.1,16.3,0.0,,0
4584,2013-07-21,17.5,250190390,KRAKÓW-OBSERWATORIUM,25.6,11.5,18.4,11.0,0.0,,0
4585,2013-07-22,21.5,250190390,KRAKÓW-OBSERWATORIUM,29.0,13.9,21.2,13.4,0.0,,0
4586,2013-07-23,22.0,250190390,KRAKÓW-OBSERWATORIUM,27.1,14.6,20.0,13.8,0.0,,0
4587,2013-07-24,21.0,250190390,KRAKÓW-OBSERWATORIUM,26.1,11.1,18.1,10.5,0.0,,0
4588,2013-07-25,31.0,250190390,KRAKÓW-OBSERWATORIUM,26.3,13.0,19.8,12.7,0.0,,0
4589,2013-07-26,37.0,250190390,KRAKÓW-OBSERWATORIUM,30.2,16.0,22.9,15.3,0.0,,0
4590,2013-07-27,33.0,250190390,KRAKÓW-OBSERWATORIUM,31.5,15.5,23.4,14.8,0.0,,0
4591,2013-07-28,28.5,250190390,KRAKÓW-OBSERWATORIUM,35.9,18.2,26.6,17.4,0.0,,0
4592,2013-07-29,29.5,250190390,KRAKÓW-OBSERWATORIUM,36.1,20.1,27.6,19.2,0.0,,0
4593,2013-07-30,21.0,250190390,KRAKÓW-OBSERWATORIUM,30.7,18.8,22.9,17.8,0.0,W,0
4594,2013-07-31,21.0,250190390,KRAKÓW-OBSERWATORIUM,27.8,15.5,21.5,15.0,0.0,,0
4595,2013-08-01,22.5,250190390,KRAKÓW-OBSERWATORIUM,27.2,17.9,22.2,17.2,0.0,,0
4596,2013-08-02,35.5,250190390,KRAKÓW-OBSERWATORIUM,31.0,14.7,23.0,14.2,0.0,,0
4597,2013-08-03,31.5,250190390,KRAKÓW-OBSERWATORIUM,32.8,16.3,24.1,15.7,0.0,,0
4598,2013-08-04,25.0,250190390,KRAKÓW-OBSERWATORIUM,30.7,15.5,22.5,15.0,0.0,,0
4599,2013-08-05,27.5,250190390,KRAKÓW-OBSERWATORIUM,31.5,18.3,24.3,17.7,0.0,,0
4600,2013-08-06,30.0,250190390,KRAKÓW-OBSERWATORIUM,34.2,16.8,24.8,16.3,0.0,,0
4601,2013-08-07,46.0,250190390,KRAKÓW-OBSERWATORIUM,37.0,18.5,26.6,18.2,0.0,,0
4602,2013-08-08,42.0,250190390,KRAKÓW-OBSERWATORIUM,38.3,19.4,27.7,18.7,0.0,,0
4603,2013-08-09,32.0,250190390,KRAKÓW-OBSERWATORIUM,31.4,20.8,24.1,19.8,5.3,W,0
4604,2013-08-10,17.0,250190390,KRAKÓW-OBSERWATORIUM,21.1,16.5,18.1,16.3,0.0,W,0
4605,2013-08-11,21.0,250190390,KRAKÓW-OBSERWATORIUM,25.8,13.0,18.7,12.4,0.0,,0
4606,2013-08-12,29.0,250190390,KRAKÓW-OBSERWATORIUM,26.4,14.5,20.1,13.8,0.0,,0
4607,2013-08-13,46.0,250190390,KRAKÓW-OBSERWATORIUM,25.4,16.6,20.5,15.7,0.2,W,0
4608,2013-08-14,28.0,250190390,KRAKÓW-OBSERWATORIUM,23.4,14.1,17.9,14.0,0.0,,0
4609,2013-08-15,29.0,250190390,KRAKÓW-OBSERWATORIUM,23.0,10.1,15.8,9.5,0.0,,0
4610,2013-08-16,48.0,250190390,KRAKÓW-OBSERWATORIUM,25.3,8.6,16.5,8.3,0.0,,0
4611,2013-08-17,54.0,250190390,KRAKÓW-OBSERWATORIUM,29.0,10.5,19.0,10.0,0.0,,0
4612,2013-08-18,28.0,250190390,KRAKÓW-OBSERWATORIUM,31.8,13.3,21.7,12.7,0.0,,0
4613,2013-08-19,39.0,250190390,KRAKÓW-OBSERWATORIUM,32.5,16.1,23.4,15.5,0.1,W,0
4614,2013-08-20,16.5,250190390,KRAKÓW-OBSERWATORIUM,25.9,17.2,19.9,16.8,9.9,W,0
4615,2013-08-21,15.0,250190390,KRAKÓW-OBSERWATORIUM,18.3,14.6,15.9,14.2,0.1,W,0
4616,2013-08-22,22.5,250190390,KRAKÓW-OBSERWATORIUM,21.1,10.1,15.1,9.9,0.0,,0
4617,2013-08-23,28.5,250190390,KRAKÓW-OBSERWATORIUM,22.8,11.1,16.6,10.5,0.0,,0
4618,2013-08-24,33.0,250190390,KRAKÓW-OBSERWATORIUM,22.5,12.1,16.6,11.4,0.0,,0
4619,2013-08-25,25.0,250190390,KRAKÓW-OBSERWATORIUM,23.8,9.5,16.0,9.0,0.0,,0
4620,2013-08-26,26.0,250190390,KRAKÓW-OBSERWATORIUM,20.0,13.1,15.9,12.3,0.0,,0
4621,2013-08-27,25.5,250190390,KRAKÓW-OBSERWATORIUM,18.5,11.5,15.0,9.8,0.0,,0
4622,2013-08-28,37.0,250190390,KRAKÓW-OBSERWATORIUM,21.5,10.1,15.8,9.5,0.0,,0
4623,2013-08-29,31.5,250190390,KRAKÓW-OBSERWATORIUM,22.3,11.2,15.7,10.5,0.1,W,0
4624,2013-08-30,38.0,250190390,KRAKÓW-OBSERWATORIUM,23.4,12.8,16.7,12.4,0.0,W,0
4625,2013-08-31,34.5,250190390,KRAKÓW-OBSERWATORIUM,25.6,10.1,17.1,9.0,0.0,W,0
4626,2013-09-01,19.5,250190390,KRAKÓW-OBSERWATORIUM,19.4,13.2,15.6,11.8,2.5,W,0
4627,2013-09-02,20.5,250190390,KRAKÓW-OBSERWATORIUM,18.5,9.1,13.8,8.3,4.9,W,0
4628,2013-09-03,11.0,250190390,KRAKÓW-OBSERWATORIUM,21.1,12.4,15.8,11.9,0.0,,0
4629,2013-09-04,29.0,250190390,KRAKÓW-OBSERWATORIUM,23.1,8.7,14.7,8.0,0.0,,0
4630,2013-09-05,27.0,250190390,KRAKÓW-OBSERWATORIUM,22.4,10.8,15.4,10.0,0.0,,0
4631,2013-09-06,27.5,250190390,KRAKÓW-OBSERWATORIUM,22.4,7.3,13.7,6.6,0.0,,0
4632,2013-09-07,40.0,250190390,KRAKÓW-OBSERWATORIUM,23.3,6.4,13.6,5.8,0.0,,0
4633,2013-09-08,36.5,250190390,KRAKÓW-OBSERWATORIUM,24.7,6.8,14.5,6.4,0.0,,0
4634,2013-09-09,38.5,250190390,KRAKÓW-OBSERWATORIUM,17.5,9.0,13.3,8.4,3.2,W,0
4635,2013-09-10,27.0,250190390,KRAKÓW-OBSERWATORIUM,23.0,10.3,15.3,9.2,0.6,W,0
4636,2013-09-11,19.0,250190390,KRAKÓW-OBSERWATORIUM,16.2,11.5,13.1,11.0,8.8,W,0
4637,2013-09-12,26.0,250190390,KRAKÓW-OBSERWATORIUM,20.6,10.4,14.0,10.2,0.9,W,0
4638,2013-09-13,19.5,250190390,KRAKÓW-OBSERWATORIUM,17.4,10.5,12.9,10.2,4.8,W,0
4639,2013-09-14,19.0,250190390,KRAKÓW-OBSERWATORIUM,18.0,8.9,13.0,8.0,0.4,W,0
4640,2013-09-15,16.0,250190390,KRAKÓW-OBSERWATORIUM,22.2,13.5,17.0,13.1,0.4,W,0
4641,2013-09-16,17.0,250190390,KRAKÓW-OBSERWATORIUM,20.5,14.0,16.2,13.4,16.2,W,0
4642,2013-09-17,12.0,250190390,KRAKÓW-OBSERWATORIUM,15.2,8.0,11.2,7.1,15.6,W,0
4643,2013-09-18,18.0,250190390,KRAKÓW-OBSERWATORIUM,17.8,7.3,11.7,6.9,0.9,W,0
4644,2013-09-19,18.0,250190390,KRAKÓW-OBSERWATORIUM,13.0,10.0,11.1,9.2,0.0,W,0
4645,2013-09-20,21.0,250190390,KRAKÓW-OBSERWATORIUM,16.8,7.0,11.3,5.6,3.3,W,0
4646,2013-09-21,24.0,250190390,KRAKÓW-OBSERWATORIUM,17.2,10.3,12.8,9.7,0.0,,0
4647,2013-09-22,25.0,250190390,KRAKÓW-OBSERWATORIUM,17.5,9.1,12.7,8.2,0.0,W,0
4648,2013-09-23,11.0,250190390,KRAKÓW-OBSERWATORIUM,17.5,12.5,14.2,11.5,3.0,W,0
4649,2013-09-24,13.0,250190390,KRAKÓW-OBSERWATORIUM,16.6,11.3,13.0,10.7,3.2,W,0
4650,2013-09-25,22.0,250190390,KRAKÓW-OBSERWATORIUM,14.1,6.2,9.7,4.9,0.0,W,0
4651,2013-09-26,24.5,250190390,KRAKÓW-OBSERWATORIUM,16.2,8.8,11.1,8.5,3.7,W,0
4652,2013-09-27,30.5,250190390,KRAKÓW-OBSERWATORIUM,13.4,4.9,8.9,3.9,0.0,W,0
4653,2013-09-28,49.5,250190390,KRAKÓW-OBSERWATORIUM,13.6,4.0,8.0,3.1,0.0,,0
4654,2013-09-29,43.0,250190390,KRAKÓW-OBSERWATORIUM,13.7,1.4,6.5,0.8,0.0,,0
4655,2013-09-30,35.0,250190390,KRAKÓW-OBSERWATORIUM,13.4,2.0,7.2,1.2,0.0,,0
4656,2013-10-01,23.0,250190390,KRAKÓW-OBSERWATORIUM,11.9,0.2,5.8,-0.6,0.0,,0
4657,2013-10-02,21.0,250190390,KRAKÓW-OBSERWATORIUM,10.5,4.9,7.2,3.7,0.0,W,0
4658,2013-10-03,37.5,250190390,KRAKÓW-OBSERWATORIUM,9.7,0.7,3.7,-0.7,0.0,,0
4659,2013-10-04,49.5,250190390,KRAKÓW-OBSERWATORIUM,11.6,-2.5,3.6,-3.3,0.0,,0
4660,2013-10-05,92.5,250190390,KRAKÓW-OBSERWATORIUM,17.3,-2.1,5.7,-3.1,0.0,,0
4661,2013-10-06,97.5,250190390,KRAKÓW-OBSERWATORIUM,14.7,2.9,8.9,1.8,0.0,,0
4662,2013-10-07,76.5,250190390,KRAKÓW-OBSERWATORIUM,18.4,6.0,10.4,4.2,0.0,,0
4663,2013-10-08,97.0,250190390,KRAKÓW-OBSERWATORIUM,16.1,4.6,9.6,3.7,0.0,,0
4664,2013-10-09,108.5,250190390,KRAKÓW-OBSERWATORIUM,18.7,3.9,9.8,2.9,0.0,W,0
4665,2013-10-10,65.0,250190390,KRAKÓW-OBSERWATORIUM,20.2,9.9,13.4,8.4,0.0,,0
4666,2013-10-11,51.5,250190390,KRAKÓW-OBSERWATORIUM,20.2,6.3,12.2,5.4,0.0,,0
4667,2013-10-12,59.5,250190390,KRAKÓW-OBSERWATORIUM,19.0,9.8,13.3,8.0,0.0,,0
4668,2013-10-13,37.0,250190390,KRAKÓW-OBSERWATORIUM,22.3,11.4,14.9,10.6,0.0,,0
4669,2013-10-14,46.5,250190390,KRAKÓW-OBSERWATORIUM,14.7,9.8,12.1,8.3,0.0,,0
4670,2013-10-15,79.0,250190390,KRAKÓW-OBSERWATORIUM,17.5,10.7,12.7,9.4,0.0,W,0
4671,2013-10-16,54.0,250190390,KRAKÓW-OBSERWATORIUM,11.6,8.0,9.6,6.9,12.5,W,0
4672,2013-10-17,39.0,250190390,KRAKÓW-OBSERWATORIUM,13.8,9.2,11.0,8.9,0.8,W,0
4673,2013-10-18,14.5,250190390,KRAKÓW-OBSERWATORIUM,13.0,7.7,9.9,6.1,0.8,W,0
4674,2013-10-19,60.5,250190390,KRAKÓW-OBSERWATORIUM,13.3,2.3,6.2,1.3,0.0,,0
4675,2013-10-20,70.5,250190390,KRAKÓW-OBSERWATORIUM,21.2,2.3,10.3,1.7,0.0,,0
4676,2013-10-21,47.5,250190390,KRAKÓW-OBSERWATORIUM,20.5,9.2,13.4,7.4,0.0,,0
4677,2013-10-22,72.5,250190390,KRAKÓW-OBSERWATORIUM,23.0,8.4,13.7,6.6,0.0,,0
4678,2013-10-23,65.5,250190390,KRAKÓW-OBSERWATORIUM,25.8,6.0,13.5,5.4,0.0,,0
4679,2013-10-24,49.5,250190390,KRAKÓW-OBSERWATORIUM,17.4,10.1,13.2,8.7,0.8,W,0
4680,2013-10-25,62.5,250190390,KRAKÓW-OBSERWATORIUM,18.3,6.8,11.3,5.9,0.2,W,0
4681,2013-10-26,51.0,250190390,KRAKÓW-OBSERWATORIUM,23.4,9.5,14.7,9.2,0.0,,0
4682,2013-10-27,36.0,250190390,KRAKÓW-OBSERWATORIUM,25.4,9.1,15.5,7.9,0.0,,0
4683,2013-10-28,16.5,250190390,KRAKÓW-OBSERWATORIUM,22.7,12.0,15.9,10.0,0.0,,0
