i,date,pm10,station_code,station_name,max_temp,min_temp,mean_temp,min_ground_temp,sum_precipitation,type_precipitation,show_height
6278,2018-03-11,58.092,250190390,KRAKÓW-OBSERWATORIUM,17.8,1.7,8.1,-2.2,0.0,W,0
6279,2018-03-12,27.52,250190390,KRAKÓW-OBSERWATORIUM,18.8,7.0,12.1,2.0,0.1,W,0
6280,2018-03-13,25.524,250190390,KRAKÓW-OBSERWATORIUM,14.3,7.4,10.3,2.5,0.0,,0
6281,2018-03-14,40.916,250190390,KRAKÓW-OBSERWATORIUM,11.1,4.8,6.6,0.2,2.3,W,0
6282,2018-03-15,38.45,250190390,KRAKÓW-OBSERWATORIUM,6.8,3.3,4.7,1.3,0.0,W,0
6283,2018-03-16,32.296,250190390,KRAKÓW-OBSERWATORIUM,6.2,0.7,2.5,-2.9,10.5,S,0
6284,2018-03-17,18.464,250190390,KRAKÓW-OBSERWATORIUM,0.7,-5.2,-3.6,-5.9,0.0,S,1
6285,2018-03-18,23.918,250190390,KRAKÓW-OBSERWATORIUM,-4.3,-8.4,-6.9,-9.7,0.3,S,1
6286,2018-03-19,27.12,250190390,KRAKÓW-OBSERWATORIUM,-4.8,-7.0,-6.0,-8.4,0.0,S,2
6287,2018-03-20,44.896,250190390,KRAKÓW-OBSERWATORIUM,-2.6,-5.3,-4.1,-5.8,0.8,S,2
6288,2018-03-21,47.036,250190390,KRAKÓW-OBSERWATORIUM,2.8,-4.1,-0.6,-7.4,0.0,S,3
6289,2018-03-22,65.79799999999999,250190390,KRAKÓW-OBSERWATORIUM,7.4,-5.1,0.1,-6.9,0.0,,0
6290,2018-03-23,94.86333333333332,250190390,KRAKÓW-OBSERWATORIUM,6.9,-4.1,1.1,-5.4,0.0,,0
6291,2018-03-24,80.93166666666667,250190390,KRAKÓW-OBSERWATORIUM,7.9,-3.0,1.8,-4.7,0.0,,0
6292,2018-03-25,69.42333333333333,250190390,KRAKÓW-OBSERWATORIUM,11.6,-2.3,3.8,-4.4,0.0,,0
6293,2018-03-26,66.77,250190390,KRAKÓW-OBSERWATORIUM,8.3,-0.8,3.7,-3.6,0.1,W,0
6294,2018-03-27,56.208333333333336,250190390,KRAKÓW-OBSERWATORIUM,5.8,1.9,3.2,-2.0,1.4,S,0
6295,2018-03-28,43.251666666666665,250190390,KRAKÓW-OBSERWATORIUM,8.5,-1.0,3.5,-3.2,2.3,S,0
6296,2018-03-29,52.31333333333333,250190390,KRAKÓW-OBSERWATORIUM,10.9,3.6,6.4,2.9,0.2,W,0
6297,2018-03-30,36.32666666666666,250190390,KRAKÓW-OBSERWATORIUM,14.9,2.9,8.2,-0.5,0.4,W,0
6298,2018-03-31,29.436666666666664,250190390,KRAKÓW-OBSERWATORIUM,17.0,6.4,10.3,3.8,4.5,W,0
6299,2018-04-01,24.595,250190390,KRAKÓW-OBSERWATORIUM,10.8,3.0,5.9,2.4,1.6,S,0
6300,2018-04-02,25.506666666666664,250190390,KRAKÓW-OBSERWATORIUM,11.9,2.0,5.9,1.2,0.0,W,0
6301,2018-04-03,38.50666666666667,250190390,KRAKÓW-OBSERWATORIUM,21.3,0.4,10.5,-1.9,0.0,,0
6302,2018-04-04,46.35333333333333,250190390,KRAKÓW-OBSERWATORIUM,20.4,4.5,12.2,1.4,0.0,W,0
6303,2018-04-05,32.305,250190390,KRAKÓW-OBSERWATORIUM,19.3,5.2,12.3,2.4,0.2,W,0
6304,2018-04-06,28.325,250190390,KRAKÓW-OBSERWATORIUM,14.7,7.2,9.6,4.4,0.0,,0
6305,2018-04-07,43.428,250190390,KRAKÓW-OBSERWATORIUM,18.3,-0.5,8.9,-3.2,0.0,,0
6306,2018-04-08,33.176,250190390,KRAKÓW-OBSERWATORIUM,24.8,5.7,14.7,2.3,0.0,,0
6307,2018-04-09,37.71,250190390,KRAKÓW-OBSERWATORIUM,27.6,7.6,17.3,3.9,0.0,,0
6308,2018-04-10,47.656666666666666,250190390,KRAKÓW-OBSERWATORIUM,22.3,8.8,15.1,4.9,0.0,W,0
6309,2018-04-11,46.03,250190390,KRAKÓW-OBSERWATORIUM,21.4,8.0,14.5,4.4,0.0,,0
6310,2018-04-12,56.69,250190390,KRAKÓW-OBSERWATORIUM,26.8,6.9,16.2,4.1,0.0,,0
6311,2018-04-13,55.02333333333333,250190390,KRAKÓW-OBSERWATORIUM,23.7,11.9,16.4,8.6,1.4,W,0
6312,2018-04-14,29.065,250190390,KRAKÓW-OBSERWATORIUM,23.8,7.4,15.6,4.7,0.0,,0
6313,2018-04-15,32.99333333333333,250190390,KRAKÓW-OBSERWATORIUM,23.9,7.9,15.9,5.2,0.1,W,0
6314,2018-04-16,50.51499999999999,250190390,KRAKÓW-OBSERWATORIUM,23.5,12.8,17.2,10.9,2.0,W,0
6315,2018-04-17,32.11833333333333,250190390,KRAKÓW-OBSERWATORIUM,18.8,13.0,14.8,10.6,0.0,W,0
6316,2018-04-18,30.785,250190390,KRAKÓW-OBSERWATORIUM,22.7,7.3,14.0,5.8,0.0,,0
6317,2018-04-19,31.97833333333333,250190390,KRAKÓW-OBSERWATORIUM,24.7,7.5,15.5,5.9,0.0,,0
6318,2018-04-20,32.705000000000005,250190390,KRAKÓW-OBSERWATORIUM,22.4,7.6,14.6,5.3,0.0,,0
6319,2018-04-21,35.995,250190390,KRAKÓW-OBSERWATORIUM,28.3,6.9,17.5,5.4,0.0,,0
6320,2018-04-22,21.12833333333333,250190390,KRAKÓW-OBSERWATORIUM,23.8,11.8,16.7,10.0,0.0,,0
6321,2018-04-23,36.47666666666667,250190390,KRAKÓW-OBSERWATORIUM,25.1,6.9,15.8,5.6,1.5,W,0
6322,2018-04-24,35.260000000000005,250190390,KRAKÓW-OBSERWATORIUM,21.5,13.0,16.9,12.1,0.0,,0
6323,2018-04-25,38.04166666666666,250190390,KRAKÓW-OBSERWATORIUM,25.9,10.2,18.0,8.8,0.1,W,0
6324,2018-04-26,23.598333333333333,250190390,KRAKÓW-OBSERWATORIUM,22.7,11.5,14.7,9.9,0.8,W,0
6325,2018-04-27,25.76833333333333,250190390,KRAKÓW-OBSERWATORIUM,18.1,4.5,11.3,3.5,0.0,,0
6326,2018-04-28,33.01833333333334,250190390,KRAKÓW-OBSERWATORIUM,28.0,5.7,16.5,4.7,0.0,,0
6327,2018-04-29,35.28,250190390,KRAKÓW-OBSERWATORIUM,30.0,12.1,19.7,10.5,2.5,W,0
6328,2018-04-30,37.90833333333334,250190390,KRAKÓW-OBSERWATORIUM,27.7,13.5,20.4,12.5,0.0,,0
6329,2018-05-01,32.47,250190390,KRAKÓW-OBSERWATORIUM,27.7,13.3,19.8,11.4,0.0,W,0
6330,2018-05-02,37.196666666666665,250190390,KRAKÓW-OBSERWATORIUM,26.0,13.1,19.3,11.5,0.0,W,0
6331,2018-05-03,37.66833333333334,250190390,KRAKÓW-OBSERWATORIUM,30.3,12.7,20.9,11.4,0.0,,0
6332,2018-05-04,29.81833333333333,250190390,KRAKÓW-OBSERWATORIUM,24.9,15.0,18.9,14.5,0.0,,0
6333,2018-05-05,22.086666666666662,250190390,KRAKÓW-OBSERWATORIUM,22.3,11.6,16.0,11.3,0.0,,0
6334,2018-05-06,21.238333333333333,250190390,KRAKÓW-OBSERWATORIUM,21.7,7.4,14.7,6.6,0.0,,0
6335,2018-05-07,27.828333333333333,250190390,KRAKÓW-OBSERWATORIUM,23.3,7.6,15.5,6.8,0.0,,0
6336,2018-05-08,28.80666666666667,250190390,KRAKÓW-OBSERWATORIUM,20.7,11.1,16.0,10.2,12.0,W,0
6337,2018-05-09,28.81833333333333,250190390,KRAKÓW-OBSERWATORIUM,25.6,13.2,17.6,13.0,11.8,W,0
6338,2018-05-10,33.23333333333333,250190390,KRAKÓW-OBSERWATORIUM,26.8,12.9,19.4,12.8,0.0,,0
6339,2018-05-11,30.44333333333333,250190390,KRAKÓW-OBSERWATORIUM,27.6,12.1,19.0,11.7,0.0,,0
6340,2018-05-12,29.343333333333334,250190390,KRAKÓW-OBSERWATORIUM,24.3,13.3,18.6,12.8,0.0,,0
6341,2018-05-13,23.840000000000003,250190390,KRAKÓW-OBSERWATORIUM,25.1,8.4,17.1,8.4,0.0,W,0
6342,2018-05-14,23.98166666666667,250190390,KRAKÓW-OBSERWATORIUM,21.4,9.4,14.6,8.4,0.0,,0
6343,2018-05-15,21.406666666666663,250190390,KRAKÓW-OBSERWATORIUM,16.3,7.5,12.3,7.1,1.1,W,0
6344,2018-05-16,21.981666666666666,250190390,KRAKÓW-OBSERWATORIUM,15.5,9.6,12.9,9.1,2.7,W,0
6345,2018-05-17,12.771666666666668,250190390,KRAKÓW-OBSERWATORIUM,15.3,12.0,13.5,11.4,15.3,W,0
6346,2018-05-18,29.985000000000003,250190390,KRAKÓW-OBSERWATORIUM,14.0,12.8,13.5,12.3,0.3,W,0
6347,2018-05-19,21.99833333333333,250190390,KRAKÓW-OBSERWATORIUM,21.0,12.6,15.9,11.7,0.0,,0
6348,2018-05-20,18.041666666666668,250190390,KRAKÓW-OBSERWATORIUM,21.5,9.3,15.4,8.7,0.0,,0
6349,2018-05-21,22.75333333333333,250190390,KRAKÓW-OBSERWATORIUM,21.1,7.7,15.0,7.1,0.0,,0
6350,2018-05-22,26.028333333333336,250190390,KRAKÓW-OBSERWATORIUM,25.5,9.5,17.4,8.7,0.0,W,0
6351,2018-05-23,27.101666666666663,250190390,KRAKÓW-OBSERWATORIUM,25.1,12.8,18.8,12.0,0.0,,0
6352,2018-05-24,17.495,250190390,KRAKÓW-OBSERWATORIUM,24.7,14.3,19.4,12.8,0.0,,0
6353,2018-05-25,19.87,250190390,KRAKÓW-OBSERWATORIUM,25.5,12.1,18.7,11.2,0.0,,0
6354,2018-05-26,21.261666666666667,250190390,KRAKÓW-OBSERWATORIUM,27.0,12.6,19.6,11.8,0.0,,0
6355,2018-05-27,23.52,250190390,KRAKÓW-OBSERWATORIUM,28.3,14.8,21.4,13.8,0.0,,0
6356,2018-05-28,31.66,250190390,KRAKÓW-OBSERWATORIUM,28.8,14.4,21.5,13.8,0.0,,0
6357,2018-05-29,31.779999999999998,250190390,KRAKÓW-OBSERWATORIUM,30.3,11.5,20.5,10.8,0.0,,0
6358,2018-05-30,27.348000000000003,250190390,KRAKÓW-OBSERWATORIUM,28.9,14.8,21.9,14.2,0.0,,0
6359,2018-05-31,29.408,250190390,KRAKÓW-OBSERWATORIUM,30.2,16.3,23.1,15.6,0.0,,0
6360,2018-06-01,26.866,250190390,KRAKÓW-OBSERWATORIUM,32.0,15.3,22.8,14.3,1.7,W,0
6361,2018-06-02,23.528,250190390,KRAKÓW-OBSERWATORIUM,26.7,16.3,20.8,15.6,5.3,W,0
6362,2018-06-03,22.446,250190390,KRAKÓW-OBSERWATORIUM,25.3,17.2,20.7,17.2,0.0,,0
6363,2018-06-04,27.579999999999995,250190390,KRAKÓW-OBSERWATORIUM,28.0,15.8,21.4,15.7,0.2,W,0
6364,2018-06-05,32.958000000000006,250190390,KRAKÓW-OBSERWATORIUM,26.3,16.2,21.5,15.2,0.1,W,0
6365,2018-06-06,23.03,250190390,KRAKÓW-OBSERWATORIUM,23.4,13.4,17.3,13.4,0.0,,0
6366,2018-06-07,24.776,250190390,KRAKÓW-OBSERWATORIUM,26.2,9.5,18.0,9.0,0.0,,0
6367,2018-06-08,28.948,250190390,KRAKÓW-OBSERWATORIUM,30.7,12.8,21.5,12.3,0.0,,0
6368,2018-06-09,26.73,250190390,KRAKÓW-OBSERWATORIUM,31.3,18.7,23.8,17.7,0.0,,0
6369,2018-06-10,26.084,250190390,KRAKÓW-OBSERWATORIUM,31.1,18.3,24.1,17.7,5.2,W,0
6370,2018-06-11,27.6625,250190390,KRAKÓW-OBSERWATORIUM,27.7,17.5,22.7,17.2,5.9,W,0
6371,2018-06-12,26.37,250190390,KRAKÓW-OBSERWATORIUM,24.5,17.5,19.9,17.2,5.2,W,0
6372,2018-06-13,24.1225,250190390,KRAKÓW-OBSERWATORIUM,19.8,13.5,16.8,13.0,0.9,W,0
6373,2018-06-14,20.546,250190390,KRAKÓW-OBSERWATORIUM,20.8,16.0,18.2,15.7,0.0,,0
6374,2018-06-15,20.506000000000004,250190390,KRAKÓW-OBSERWATORIUM,24.8,14.0,19.4,13.2,0.0,,0
6375,2018-06-16,24.11,250190390,KRAKÓW-OBSERWATORIUM,27.3,14.9,20.9,13.8,0.0,,0
6376,2018-06-17,20.818,250190390,KRAKÓW-OBSERWATORIUM,27.0,15.8,21.0,14.8,0.0,W,0
6377,2018-06-18,25.262,250190390,KRAKÓW-OBSERWATORIUM,25.8,17.8,21.1,17.3,0.0,W,0
6378,2018-06-19,27.590000000000003,250190390,KRAKÓW-OBSERWATORIUM,27.7,18.0,22.8,16.9,0.0,,0
6379,2018-06-20,30.87,250190390,KRAKÓW-OBSERWATORIUM,28.9,16.5,22.7,15.2,0.0,,0
6380,2018-06-21,32.756,250190390,KRAKÓW-OBSERWATORIUM,33.0,17.9,25.4,16.8,17.1,W,0
6381,2018-06-22,16.69,250190390,KRAKÓW-OBSERWATORIUM,28.0,11.6,16.9,11.5,0.0,,0
6382,2018-06-23,14.678,250190390,KRAKÓW-OBSERWATORIUM,15.1,10.2,12.4,9.9,4.6,W,0
6383,2018-06-24,10.548,250190390,KRAKÓW-OBSERWATORIUM,18.0,11.4,13.6,10.5,7.5,W,0
6384,2018-06-25,16.65,250190390,KRAKÓW-OBSERWATORIUM,20.2,11.6,15.7,11.1,0.3,W,0
6385,2018-06-26,15.102,250190390,KRAKÓW-OBSERWATORIUM,20.7,12.4,15.9,11.4,0.0,W,0
6386,2018-06-27,18.106,250190390,KRAKÓW-OBSERWATORIUM,19.7,10.1,15.8,9.6,11.3,W,0
6387,2018-06-28,14.925999999999998,250190390,KRAKÓW-OBSERWATORIUM,19.2,15.1,17.5,14.8,4.4,W,0
6388,2018-06-29,23.98,250190390,KRAKÓW-OBSERWATORIUM,27.9,16.1,21.7,15.2,1.0,W,0
6389,2018-06-30,12.146,250190390,KRAKÓW-OBSERWATORIUM,24.4,11.6,16.0,11.8,0.0,W,0
6390,2018-07-01,9.61,250190390,KRAKÓW-OBSERWATORIUM,16.5,9.7,12.8,9.0,6.6,W,0
6391,2018-07-02,15.306,250190390,KRAKÓW-OBSERWATORIUM,20.3,10.0,15.2,8.9,0.0,,0
6392,2018-07-03,21.294000000000004,250190390,KRAKÓW-OBSERWATORIUM,24.2,10.4,17.6,9.2,0.0,,0
6393,2018-07-04,25.884,250190390,KRAKÓW-OBSERWATORIUM,28.5,11.1,20.5,9.9,0.0,,0
6394,2018-07-05,31.974,250190390,KRAKÓW-OBSERWATORIUM,31.0,12.4,22.5,11.4,0.0,,0
6395,2018-07-06,28.304,250190390,KRAKÓW-OBSERWATORIUM,27.3,18.0,21.0,16.2,2.0,W,0
6396,2018-07-07,21.700000000000003,250190390,KRAKÓW-OBSERWATORIUM,26.3,15.5,20.7,14.5,0.0,,0
6397,2018-07-08,19.368,250190390,KRAKÓW-OBSERWATORIUM,27.3,13.8,20.1,12.3,0.9,W,0
6398,2018-07-09,26.31,250190390,KRAKÓW-OBSERWATORIUM,27.4,16.0,21.0,14.4,0.0,W,0
6399,2018-07-10,26.202,250190390,KRAKÓW-OBSERWATORIUM,29.1,14.8,20.4,13.3,1.0,W,0
6400,2018-07-11,25.428,250190390,KRAKÓW-OBSERWATORIUM,23.3,16.9,19.0,15.8,16.7,W,0
6401,2018-07-12,17.782,250190390,KRAKÓW-OBSERWATORIUM,24.0,14.9,18.3,13.8,10.0,W,0
6402,2018-07-13,14.326,250190390,KRAKÓW-OBSERWATORIUM,24.1,15.0,18.1,14.0,2.3,W,0
6403,2018-07-14,18.382,250190390,KRAKÓW-OBSERWATORIUM,25.8,16.2,19.5,15.2,4.6,W,0
6404,2018-07-15,17.192,250190390,KRAKÓW-OBSERWATORIUM,26.0,17.4,21.1,16.2,0.9,W,0
6405,2018-07-16,20.812,250190390,KRAKÓW-OBSERWATORIUM,25.9,16.3,20.2,14.8,8.0,W,0
6406,2018-07-17,15.816,250190390,KRAKÓW-OBSERWATORIUM,20.6,17.4,18.6,16.5,33.7,W,0
6407,2018-07-18,12.316,250190390,KRAKÓW-OBSERWATORIUM,21.2,17.9,19.2,16.8,27.5,W,0
6408,2018-07-19,17.279999999999998,250190390,KRAKÓW-OBSERWATORIUM,19.7,18.5,19.0,17.8,1.2,W,0
6409,2018-07-20,27.015,250190390,KRAKÓW-OBSERWATORIUM,26.4,18.2,21.6,17.7,0.0,W,0
6410,2018-07-21,33.7525,250190390,KRAKÓW-OBSERWATORIUM,28.6,14.9,21.3,14.2,0.0,,0
6411,2018-07-22,32.485,250190390,KRAKÓW-OBSERWATORIUM,29.6,14.8,21.4,14.1,0.0,,0
6412,2018-07-23,32.27250000000001,250190390,KRAKÓW-OBSERWATORIUM,29.4,16.8,22.6,15.9,0.0,,0
6413,2018-07-24,32.374,250190390,KRAKÓW-OBSERWATORIUM,29.9,15.7,22.5,14.5,0.0,,0
6414,2018-07-25,31.07,250190390,KRAKÓW-OBSERWATORIUM,28.8,16.2,21.9,15.2,0.0,,0
6415,2018-07-26,20.714,250190390,KRAKÓW-OBSERWATORIUM,28.0,17.2,22.1,16.2,0.1,W,0
6416,2018-07-27,23.386,250190390,KRAKÓW-OBSERWATORIUM,28.6,18.2,23.0,17.2,0.0,,0
6417,2018-07-28,27.104000000000003,250190390,KRAKÓW-OBSERWATORIUM,31.3,17.9,24.3,17.2,0.0,,0
6418,2018-07-29,25.116,250190390,KRAKÓW-OBSERWATORIUM,30.1,19.9,23.9,19.2,1.6,W,0
6419,2018-07-30,23.5,250190390,KRAKÓW-OBSERWATORIUM,28.9,17.7,22.1,17.2,11.9,W,0
6420,2018-07-31,27.0975,250190390,KRAKÓW-OBSERWATORIUM,28.5,17.8,22.7,17.2,1.4,W,0
6421,2018-08-01,24.234,250190390,KRAKÓW-OBSERWATORIUM,30.4,18.7,24.3,18.2,15.9,W,0
6422,2018-08-02,27.72,250190390,KRAKÓW-OBSERWATORIUM,31.6,19.1,24.4,18.6,0.0,,0
6423,2018-08-03,29.002,250190390,KRAKÓW-OBSERWATORIUM,30.8,18.2,23.6,17.6,0.0,,0
6424,2018-08-04,30.824,250190390,KRAKÓW-OBSERWATORIUM,32.2,17.1,24.0,16.2,0.0,,0
6425,2018-08-05,22.08,250190390,KRAKÓW-OBSERWATORIUM,29.3,20.6,23.6,19.5,3.5,W,0
6426,2018-08-06,18.978,250190390,KRAKÓW-OBSERWATORIUM,27.3,17.8,21.8,16.7,0.0,,0
6427,2018-08-07,23.82,250190390,KRAKÓW-OBSERWATORIUM,29.2,14.1,21.2,13.4,0.0,,0
6428,2018-08-08,35.154,250190390,KRAKÓW-OBSERWATORIUM,29.6,15.4,22.6,14.7,0.0,,0
6429,2018-08-09,29.734,250190390,KRAKÓW-OBSERWATORIUM,33.7,19.2,25.8,18.2,0.0,,0
6430,2018-08-10,26.914,250190390,KRAKÓW-OBSERWATORIUM,33.1,19.2,24.7,18.2,26.5,W,0
6431,2018-08-11,12.244,250190390,KRAKÓW-OBSERWATORIUM,24.2,16.6,19.2,16.7,0.6,W,0
6432,2018-08-12,17.112000000000002,250190390,KRAKÓW-OBSERWATORIUM,25.9,15.1,19.8,14.4,0.0,,0
6433,2018-08-13,21.500000000000004,250190390,KRAKÓW-OBSERWATORIUM,31.5,13.9,22.0,13.6,0.0,,0
6434,2018-08-14,30.026,250190390,KRAKÓW-OBSERWATORIUM,27.1,17.2,21.8,16.2,3.6,W,0
6435,2018-08-15,13.074000000000002,250190390,KRAKÓW-OBSERWATORIUM,26.3,18.2,21.3,17.2,0.0,,0
6436,2018-08-16,17.188,250190390,KRAKÓW-OBSERWATORIUM,26.3,16.4,20.6,15.5,0.0,,0
6437,2018-08-17,25.264,250190390,KRAKÓW-OBSERWATORIUM,27.8,15.1,20.9,14.4,0.0,,0
6438,2018-08-18,31.568000000000005,250190390,KRAKÓW-OBSERWATORIUM,28.9,16.6,21.1,15.7,10.5,W,0
6439,2018-08-19,28.388,250190390,KRAKÓW-OBSERWATORIUM,29.3,16.6,21.8,15.9,0.2,W,0
6440,2018-08-20,29.052,250190390,KRAKÓW-OBSERWATORIUM,31.3,16.2,23.1,15.4,0.0,,0
6441,2018-08-21,21.224,250190390,KRAKÓW-OBSERWATORIUM,26.3,16.7,20.9,15.7,0.0,,0
6442,2018-08-22,24.302,250190390,KRAKÓW-OBSERWATORIUM,26.3,16.4,20.5,15.3,0.0,,0
6443,2018-08-23,36.116,250190390,KRAKÓW-OBSERWATORIUM,31.6,14.1,22.0,13.3,0.0,,0
6444,2018-08-24,33.656,250190390,KRAKÓW-OBSERWATORIUM,29.4,18.3,21.9,17.1,8.0,W,0
6445,2018-08-25,22.102,250190390,KRAKÓW-OBSERWATORIUM,19.7,17.0,18.2,16.3,17.7,W,0
6446,2018-08-26,12.828,250190390,KRAKÓW-OBSERWATORIUM,17.4,11.7,13.9,11.9,10.6,W,0
6447,2018-08-27,18.526000000000003,250190390,KRAKÓW-OBSERWATORIUM,18.6,10.7,14.2,10.1,0.0,,0
6448,2018-08-28,25.93,250190390,KRAKÓW-OBSERWATORIUM,23.1,9.6,16.2,9.2,0.0,,0
6449,2018-08-29,29.332,250190390,KRAKÓW-OBSERWATORIUM,23.6,11.5,16.8,10.5,0.0,,0
6450,2018-08-30,32.436,250190390,KRAKÓW-OBSERWATORIUM,28.2,11.1,18.6,10.8,0.5,W,0
6451,2018-08-31,26.132,250190390,KRAKÓW-OBSERWATORIUM,22.7,16.7,18.6,16.1,0.0,,0
6452,2018-09-01,31.77,250190390,KRAKÓW-OBSERWATORIUM,26.4,15.1,20.3,14.5,0.0,,0
6453,2018-09-02,35.262,250190390,KRAKÓW-OBSERWATORIUM,27.4,16.2,20.6,15.5,0.0,,0
6454,2018-09-03,32.314,250190390,KRAKÓW-OBSERWATORIUM,26.6,12.6,19.1,12.3,0.6,W,0
6455,2018-09-04,25.8,250190390,KRAKÓW-OBSERWATORIUM,22.3,16.2,18.7,15.7,34.9,W,0
6456,2018-09-05,25.968,250190390,KRAKÓW-OBSERWATORIUM,24.7,16.0,19.2,15.3,0.0,W,0
6457,2018-09-06,28.036,250190390,KRAKÓW-OBSERWATORIUM,21.6,12.3,16.4,12.3,0.4,W,0
6458,2018-09-07,31.268,250190390,KRAKÓW-OBSERWATORIUM,25.0,12.0,17.2,11.4,0.0,,0
6459,2018-09-08,29.015000000000004,250190390,KRAKÓW-OBSERWATORIUM,20.6,14.8,17.2,13.8,0.0,W,0
6460,2018-09-09,17.872500000000002,250190390,KRAKÓW-OBSERWATORIUM,23.4,12.0,16.3,11.8,0.0,,0
6461,2018-09-10,28.4425,250190390,KRAKÓW-OBSERWATORIUM,25.0,11.8,16.9,10.9,0.0,,0
6462,2018-09-11,32.0775,250190390,KRAKÓW-OBSERWATORIUM,23.0,12.1,17.2,11.1,0.0,W,0
6463,2018-09-12,36.790000000000006,250190390,KRAKÓW-OBSERWATORIUM,30.0,12.3,19.5,11.3,0.0,,0
6464,2018-09-13,47.07600000000001,250190390,KRAKÓW-OBSERWATORIUM,29.1,14.1,19.8,12.8,0.0,,0
6465,2018-09-14,35.876,250190390,KRAKÓW-OBSERWATORIUM,20.7,16.6,17.9,15.2,10.9,W,0
6466,2018-09-15,13.144,250190390,KRAKÓW-OBSERWATORIUM,21.2,16.2,17.5,14.3,2.5,W,0
6467,2018-09-16,20.744,250190390,KRAKÓW-OBSERWATORIUM,22.8,10.7,15.3,9.7,0.0,,0
6468,2018-09-17,29.688,250190390,KRAKÓW-OBSERWATORIUM,26.2,9.6,16.5,8.9,0.0,,0
6469,2018-09-18,36.028000000000006,250190390,KRAKÓW-OBSERWATORIUM,27.6,12.4,18.5,11.5,0.0,,0
6470,2018-09-19,41.28000000000001,250190390,KRAKÓW-OBSERWATORIUM,27.4,12.1,17.9,10.8,0.0,,0
6471,2018-09-20,45.42,250190390,KRAKÓW-OBSERWATORIUM,28.3,11.6,18.1,10.5,0.0,,0
6472,2018-09-21,46.754000000000005,250190390,KRAKÓW-OBSERWATORIUM,28.2,11.5,18.6,10.5,12.3,W,0
6473,2018-09-22,16.236,250190390,KRAKÓW-OBSERWATORIUM,22.0,12.1,14.8,11.3,0.7,W,0
6474,2018-09-23,10.925999999999998,250190390,KRAKÓW-OBSERWATORIUM,18.0,10.3,13.9,9.2,6.7,W,0
6475,2018-09-24,8.268,250190390,KRAKÓW-OBSERWATORIUM,15.5,7.7,9.8,5.9,1.4,W,0
6476,2018-09-25,12.758,250190390,KRAKÓW-OBSERWATORIUM,12.8,6.4,8.6,5.2,0.2,W,0
6477,2018-09-26,19.292,250190390,KRAKÓW-OBSERWATORIUM,15.7,3.5,9.0,2.8,0.0,,0
6478,2018-09-27,20.432,250190390,KRAKÓW-OBSERWATORIUM,17.0,8.6,13.3,7.4,0.0,,0
6479,2018-09-28,30.492,250190390,KRAKÓW-OBSERWATORIUM,22.8,7.5,13.7,6.1,2.1,W,0
6480,2018-09-29,19.534,250190390,KRAKÓW-OBSERWATORIUM,15.5,6.9,9.3,5.7,0.0,,0
6481,2018-09-30,27.31,250190390,KRAKÓW-OBSERWATORIUM,16.7,1.1,7.1,0.9,0.0,,0
6482,2018-10-01,31.924,250190390,KRAKÓW-OBSERWATORIUM,18.7,1.6,9.5,1.2,2.1,W,0
6483,2018-10-02,20.436,250190390,KRAKÓW-OBSERWATORIUM,14.2,7.7,9.6,6.4,4.1,W,0
6484,2018-10-03,13.726,250190390,KRAKÓW-OBSERWATORIUM,15.3,7.0,10.2,4.9,0.6,W,0
6485,2018-10-04,26.212,250190390,KRAKÓW-OBSERWATORIUM,14.5,6.6,9.4,5.7,0.0,,0
6486,2018-10-05,46.374,250190390,KRAKÓW-OBSERWATORIUM,19.2,2.8,9.1,2.0,0.0,,0
6487,2018-10-06,37.676,250190390,KRAKÓW-OBSERWATORIUM,24.7,3.6,11.9,2.5,0.0,,0
6488,2018-10-07,40.35,250190390,KRAKÓW-OBSERWATORIUM,21.1,9.1,14.2,7.6,0.0,,0
6489,2018-10-08,20.59,250190390,KRAKÓW-OBSERWATORIUM,15.8,10.0,12.0,9.9,0.0,,0
6490,2018-10-09,45.5,250190390,KRAKÓW-OBSERWATORIUM,19.5,10.2,13.0,9.1,0.0,,0
6491,2018-10-10,50.638000000000005,250190390,KRAKÓW-OBSERWATORIUM,22.2,5.8,12.1,4.5,0.0,,0
6492,2018-10-11,53.592,250190390,KRAKÓW-OBSERWATORIUM,20.1,6.2,11.8,4.7,0.0,,0
6493,2018-10-12,60.152,250190390,KRAKÓW-OBSERWATORIUM,22.9,6.5,12.6,5.0,0.0,,0
6494,2018-10-13,69.082,250190390,KRAKÓW-OBSERWATORIUM,22.7,6.4,12.6,4.8,0.0,,0
6495,2018-10-14,50.212,250190390,KRAKÓW-OBSERWATORIUM,23.2,6.6,12.9,4.7,0.0,,0
6496,2018-10-15,48.262,250190390,KRAKÓW-OBSERWATORIUM,21.8,5.1,11.2,3.9,0.0,,0
6497,2018-10-16,65.78,250190390,KRAKÓW-OBSERWATORIUM,23.2,6.0,12.4,4.9,0.0,,0
6498,2018-10-17,84.55000000000001,250190390,KRAKÓW-OBSERWATORIUM,21.8,8.2,13.3,6.9,0.0,,0
6499,2018-10-18,86.11,250190390,KRAKÓW-OBSERWATORIUM,19.2,10.6,13.8,10.0,0.0,,0
6500,2018-10-19,97.58,250190390,KRAKÓW-OBSERWATORIUM,14.0,10.1,11.6,8.8,0.0,,0
6501,2018-10-20,54.686,250190390,KRAKÓW-OBSERWATORIUM,12.5,9.6,10.5,9.5,3.4,W,0
