Date,Accident_Count,Road_conditions_Snow,Road_conditions_Wet,Road_conditions_Dry,Road_conditions_Frost,Road_conditions_Flood,Road_conditions_Missing_Data,Weather_conditions_Unknown,Weather_conditions_Rain,Weather_conditions_Snow,Weather_conditions_Fog,Weather_conditions_Clear,Weather_conditions_Clear_and_windy,Weather_conditions_Other,Weather_conditions_Rain_and_windy,Weather_conditions_Snow_and_windy,Weather_conditions_Missing_data,Road_type_Dual_carriageway,Road_type_Unknown,Road_type_Single_carriageway,Road_type_Roundabout,Road_type_One_way_sreet,Road_type_Slip_road,Light_conditions_Darkness_lights_lit,Light_conditions_Daylight,Light_conditions_Darkness_no_lights
1990-04-01,66,0,19,47,0,0,0,1,3,0,0,62,0,0,0,0,0,5,4,45,12,0,0,30,30,6
1990-04-02,28,0,6,22,0,0,0,0,1,0,0,19,6,0,2,0,0,2,1,21,4,0,0,8,18,2
1990-04-03,31,0,8,22,0,0,1,0,2,0,0,27,1,0,0,0,1,3,1,26,1,0,0,5,25,1
1990-04-04,74,0,5,66,3,0,0,0,1,0,0,71,0,2,0,0,0,1,2,62,9,0,0,5,69,0
1990-04-05,117,0,0,117,0,0,0,0,0,0,1,116,0,0,0,0,0,6,3,101,7,0,0,7,109,1
1990-04-06,76,0,2,74,0,0,0,0,0,0,0,75,0,1,0,0,0,7,1,61,7,0,0,2,74,0
1990-04-07,67,0,46,21,0,0,0,1,32,0,0,26,3,1,4,0,0,7,0,51,9,0,0,2,63,2
1990-04-08,70,0,0,69,0,0,1,0,0,0,0,70,0,0,0,0,0,6,4,52,8,0,0,5,65,0
1990-04-09,99,0,3,95,0,0,1,1,0,0,0,96,1,0,1,0,0,4,4,85,6,0,0,11,84,4
1990-04-10,75,0,8,67,0,0,0,2,3,0,0,66,3,0,1,0,0,6,3,59,7,0,0,12,62,1
1990-04-11,32,0,2,28,0,0,2,0,1,0,0,30,1,0,0,0,0,3,2,27,0,0,0,7,22,3
1990-04-12,91,0,20,63,8,0,0,2,3,0,1,85,0,0,0,0,0,8,3,72,8,0,0,30,53,8
1990-04-13,39,0,10,29,0,0,0,2,4,0,0,32,0,1,0,0,0,3,1,34,1,0,0,3,36,0
1990-04-14,24,0,4,20,0,0,0,0,2,0,0,22,0,0,0,0,0,0,1,22,1,0,0,2,22,0
1990-04-15,30,0,4,26,0,0,0,0,0,0,0,28,1,0,1,0,0,0,1,29,0,0,0,2,28,0
1990-04-16,28,0,7,21,0,0,0,1,1,0,0,26,0,0,0,0,0,5,0,21,2,0,0,2,25,1
1990-04-17,46,0,14,32,0,0,0,0,2,1,0,42,1,0,0,0,0,7,3,32,4,0,0,8,38,0
1990-04-18,65,0,6,59,0,0,0,0,3,0,0,61,0,1,0,0,0,2,3,56,4,0,0,5,59,1
1990-04-19,53,0,22,31,0,0,0,1,14,0,0,36,2,0,0,0,0,5,1,37,10,0,0,2,47,4
1990-04-20,52,0,17,35,0,0,0,0,7,0,0,44,0,0,1,0,0,3,4,41,4,0,0,7,44,1
1990-04-21,43,0,6,37,0,0,0,0,2,0,0,40,0,1,0,0,0,4,2,35,2,0,0,5,38,0
1990-04-22,43,0,0,43,0,0,0,0,0,0,0,43,0,0,0,0,0,2,2,38,1,0,0,1,42,0
1990-04-23,82,0,1,81,0,0,0,0,1,0,0,80,0,1,0,0,0,3,2,70,7,0,0,5,74,3
1990-04-24,93,0,3,90,0,0,0,0,0,0,0,91,2,0,0,0,0,3,4,81,5,0,0,7,85,1
1990-04-25,86,0,0,86,0,0,0,0,0,0,0,86,0,0,0,0,0,10,3,64,9,0,0,5,81,0
1990-04-26,64,0,32,32,0,0,0,0,26,0,0,36,0,2,0,0,0,8,4,48,4,0,0,3,59,2
1990-04-27,87,0,0,87,0,0,0,0,0,0,0,87,0,0,0,0,0,8,2,71,6,0,0,7,77,3
1990-04-28,56,0,0,55,0,0,1,0,0,0,0,56,0,0,0,0,0,3,1,51,1,0,0,4,51,1
1990-04-29,60,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,4,0,53,3,0,0,3,57,0
1990-04-30,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,10,2,81,7,0,0,4,93,3
1990-05-01,72,0,47,25,0,0,0,3,14,0,1,52,1,0,1,0,0,5,2,55,10,0,0,31,37,4
1990-05-02,72,0,7,65,0,0,0,0,2,0,0,60,8,1,1,0,0,9,2,53,8,0,0,32,37,3
1990-05-03,62,0,7,55,0,0,0,1,1,0,0,55,3,2,0,0,0,6,4,49,3,0,0,13,42,7
1990-05-04,80,0,3,75,2,0,0,0,2,0,0,78,0,0,0,0,0,7,1,64,8,0,0,3,76,1
1990-05-05,101,0,1,100,0,0,0,0,1,0,0,100,0,0,0,0,0,10,0,84,7,0,0,4,95,2
1990-05-06,75,0,35,40,0,0,0,1,30,0,0,44,0,0,0,0,0,4,5,55,11,0,0,5,70,0
1990-05-07,63,0,19,44,0,0,0,0,12,0,0,46,4,0,1,0,0,1,4,50,8,0,0,4,59,0
1990-05-08,61,0,1,59,0,0,1,0,1,0,0,58,1,1,0,0,0,4,1,52,4,0,0,3,57,1
1990-05-09,77,0,23,54,0,0,0,0,16,0,0,60,0,0,1,0,0,9,5,54,9,0,0,12,62,3
1990-05-10,53,0,32,20,0,0,1,1,21,0,0,26,3,0,2,0,0,3,1,46,3,0,0,12,40,1
1990-05-11,72,0,18,54,0,0,0,1,6,0,1,64,0,0,0,0,0,5,5,54,8,0,0,27,38,7
1990-05-12,75,0,29,45,1,0,0,1,1,0,2,70,0,1,0,0,0,8,4,53,10,0,0,31,37,7
1990-05-13,55,0,0,55,0,0,0,0,0,0,0,55,0,0,0,0,0,3,2,50,0,0,0,1,54,0
1990-05-14,97,0,5,92,0,0,0,1,2,0,0,94,0,0,0,0,0,6,3,86,2,0,0,3,94,0
1990-05-15,82,0,16,66,0,0,0,2,9,0,0,71,0,0,0,0,0,8,3,66,5,0,0,2,79,1
1990-05-16,85,0,4,81,0,0,0,0,2,0,0,82,0,1,0,0,0,3,7,70,5,0,0,7,77,1
1990-05-17,81,0,0,81,0,0,0,0,0,0,0,79,0,2,0,0,0,10,1,66,4,0,0,3,78,0
1990-05-18,81,0,0,81,0,0,0,0,0,0,0,80,0,1,0,0,0,6,3,63,9,0,0,5,75,1
1990-05-19,56,0,1,55,0,0,0,0,1,0,0,55,0,0,0,0,0,3,0,47,6,0,0,5,49,2
1990-05-20,59,0,0,59,0,0,0,0,0,0,0,59,0,0,0,0,0,5,2,51,1,0,0,2,56,1
1990-05-21,64,0,0,64,0,0,0,0,0,0,0,63,1,0,0,0,0,3,3,50,8,0,0,3,61,0
1990-05-22,96,0,0,96,0,0,0,0,0,0,0,94,1,1,0,0,0,16,2,69,9,0,0,2,93,1
1990-05-23,102,0,0,102,0,0,0,0,0,0,0,102,0,0,0,0,0,5,5,82,10,0,0,5,95,2
1990-05-24,103,0,0,103,0,0,0,0,0,0,0,103,0,0,0,0,0,4,2,92,5,0,0,6,96,1
1990-05-25,85,0,0,85,0,0,0,0,0,0,0,85,0,0,0,0,0,10,3,68,4,0,0,5,80,0
1990-05-26,98,0,0,98,0,0,0,0,0,0,0,98,0,0,0,0,0,11,5,74,8,0,0,4,94,0
1990-05-27,56,0,1,55,0,0,0,0,0,0,0,55,0,0,1,0,0,7,1,46,2,0,0,6,50,0
1990-05-28,68,0,1,67,0,0,0,0,1,0,0,67,0,0,0,0,0,0,3,61,4,0,0,0,65,3
1990-05-29,90,0,18,72,0,0,0,0,14,0,0,75,0,1,0,0,0,5,2,77,6,0,0,8,80,2
1990-05-30,85,0,4,81,0,0,0,0,3,0,0,82,0,0,0,0,0,6,3,72,4,0,0,5,78,2
1990-05-31,109,0,2,107,0,0,0,0,1,0,0,107,1,0,0,0,0,6,5,91,7,0,0,4,104,1
1990-06-01,42,0,37,5,0,0,0,1,19,0,0,21,0,0,1,0,0,4,1,36,1,0,0,16,24,2
1990-06-02,68,0,16,52,0,0,0,0,10,0,0,50,6,1,1,0,0,8,2,51,7,0,0,23,41,4
1990-06-03,53,0,5,48,0,0,0,0,1,0,0,48,4,0,0,0,0,5,1,43,4,0,0,9,42,2
1990-06-04,72,0,2,69,1,0,0,0,1,0,0,69,2,0,0,0,0,4,3,60,5,0,0,9,63,0
1990-06-05,59,0,1,58,0,0,0,0,1,0,0,57,0,1,0,0,0,3,1,49,6,0,0,1,55,3
1990-06-06,83,0,36,47,0,0,0,2,21,0,0,56,2,0,2,0,0,11,4,63,5,0,0,3,79,1
1990-06-07,67,0,5,62,0,0,0,0,3,0,0,60,3,1,0,0,0,3,1,59,4,0,0,4,63,0
1990-06-08,95,0,6,89,0,0,0,0,3,0,0,91,0,1,0,0,0,4,3,83,5,0,0,1,94,0
1990-06-09,73,0,12,61,0,0,0,2,3,0,0,62,4,0,2,0,0,6,4,52,11,0,0,6,66,1
1990-06-10,34,0,13,21,0,0,0,0,6,0,0,20,8,0,0,0,0,3,3,26,2,0,0,6,27,1
1990-06-11,67,0,16,50,0,0,1,1,6,0,1,58,1,0,0,0,0,6,2,52,7,0,0,23,37,7
1990-06-12,72,0,26,41,4,0,1,1,5,0,5,61,0,0,0,0,0,10,2,49,11,0,0,27,38,7
1990-06-13,74,0,2,72,0,0,0,0,0,0,0,71,1,2,0,0,0,7,1,62,4,0,0,1,73,0
1990-06-14,93,0,0,93,0,0,0,1,1,0,0,91,0,0,0,0,0,7,2,79,5,0,0,3,87,3
1990-06-15,84,0,0,84,0,0,0,0,0,0,0,83,0,1,0,0,0,11,3,67,3,0,0,4,79,1
1990-06-16,66,0,0,65,0,0,1,0,0,0,0,66,0,0,0,0,0,8,4,49,5,0,0,1,64,1
1990-06-17,78,0,4,74,0,0,0,0,4,0,0,74,0,0,0,0,0,4,0,69,5,0,0,3,73,2
1990-06-18,79,0,27,52,0,0,0,1,18,0,0,60,0,0,0,0,0,5,4,65,5,0,0,4,75,0
1990-06-19,92,0,9,83,0,0,0,0,4,0,0,88,0,0,0,0,0,3,4,76,9,0,0,5,87,0
1990-06-20,106,0,32,74,0,0,0,5,18,0,0,81,2,0,0,0,0,5,4,87,10,0,0,4,100,2
1990-06-21,92,0,49,43,0,0,0,2,32,0,0,52,1,0,5,0,0,3,4,74,11,0,0,3,89,0
1990-06-22,81,0,27,54,0,0,0,0,13,0,0,64,2,1,1,0,0,7,7,62,5,0,0,3,76,2
1990-06-23,55,0,9,46,0,0,0,0,5,0,0,47,3,0,0,0,0,2,2,44,7,0,0,0,54,1
1990-06-24,49,0,17,32,0,0,0,0,9,0,0,39,1,0,0,0,0,2,1,44,2,0,0,3,45,1
1990-06-25,70,0,6,64,0,0,0,0,3,0,1,65,0,1,0,0,0,3,2,59,6,0,0,2,67,1
1990-06-26,78,0,1,76,0,0,1,1,1,0,0,76,0,0,0,0,0,7,4,58,9,0,0,2,73,3
1990-06-27,98,0,7,91,0,0,0,1,4,0,0,92,0,1,0,0,0,4,5,84,5,0,0,3,95,0
1990-06-28,91,0,0,91,0,0,0,0,0,0,0,91,0,0,0,0,0,3,4,82,2,0,0,2,88,1
1990-06-29,94,0,3,91,0,0,0,0,2,0,0,91,0,1,0,0,0,3,1,83,7,0,0,6,88,0
1990-06-30,61,0,15,46,0,0,0,2,6,0,0,51,2,0,0,0,0,3,2,51,5,0,0,1,59,1
1990-07-01,39,0,12,26,0,0,1,0,3,0,1,33,1,0,0,0,1,3,0,28,8,0,0,6,30,3
1990-07-02,73,0,58,15,0,0,0,0,28,0,0,22,1,0,22,0,0,7,0,58,8,0,0,19,50,4
1990-07-03,48,0,2,46,0,0,0,1,1,0,0,42,1,1,2,0,0,5,0,35,8,0,0,9,38,1
1990-07-04,54,0,2,52,0,0,0,0,0,0,0,53,0,1,0,0,0,4,1,46,3,0,0,2,51,1
1990-07-05,51,0,3,48,0,0,0,0,0,0,0,51,0,0,0,0,0,3,0,47,1,0,0,1,50,0
1990-07-06,75,0,11,64,0,0,0,0,7,0,0,68,0,0,0,0,0,5,1,67,2,0,0,3,71,1
1990-07-07,61,0,20,41,0,0,0,0,10,0,0,47,1,2,1,0,0,8,0,48,5,0,0,3,58,0
1990-07-08,93,0,0,92,0,0,1,0,0,0,0,93,0,0,0,0,0,2,3,79,9,0,0,2,90,1
1990-07-09,77,0,2,74,0,0,1,1,0,0,0,72,4,0,0,0,0,9,2,58,8,0,0,5,68,4
1990-07-10,45,0,1,44,0,0,0,0,0,0,0,44,1,0,0,0,0,6,1,37,1,0,0,6,39,0
1990-07-11,62,0,17,45,0,0,0,1,4,0,0,56,0,0,1,0,0,6,3,47,6,0,0,16,40,6
1990-07-12,119,0,71,48,0,0,0,2,41,3,0,66,1,0,5,1,0,11,5,85,18,0,0,65,47,7
1990-07-13,97,0,0,97,0,0,0,0,0,0,0,96,1,0,0,0,0,12,2,78,5,0,0,6,88,3
1990-07-14,98,0,0,98,0,0,0,0,0,0,0,98,0,0,0,0,0,4,3,87,4,0,0,2,96,0
1990-07-15,49,0,7,42,0,0,0,0,6,0,0,43,0,0,0,0,0,5,0,40,4,0,0,0,47,2
1990-07-16,105,0,1,104,0,0,0,1,0,0,1,103,0,0,0,0,0,11,2,88,4,0,0,1,101,3
1990-07-17,101,0,0,101,0,0,0,0,0,0,0,101,0,0,0,0,0,7,6,80,8,0,0,4,96,1
1990-07-18,120,0,1,119,0,0,0,0,0,0,0,120,0,0,0,0,0,7,3,102,8,0,0,5,114,1
1990-07-19,104,0,0,104,0,0,0,1,0,0,0,103,0,0,0,0,0,4,4,89,7,0,0,5,97,2
1990-07-20,115,0,0,115,0,0,0,0,0,0,0,115,0,0,0,0,0,12,7,83,13,0,0,6,109,0
1990-07-21,74,0,1,73,0,0,0,0,0,0,1,73,0,0,0,0,0,3,5,60,6,0,0,3,69,2
1990-07-22,59,0,0,59,0,0,0,0,0,0,0,58,0,1,0,0,0,1,0,53,5,0,0,6,52,1
1990-07-23,94,0,0,94,0,0,0,0,0,0,0,94,0,0,0,0,0,12,2,75,5,0,0,6,87,1
1990-07-24,127,0,0,127,0,0,0,0,0,0,0,127,0,0,0,0,0,14,1,103,9,0,0,6,120,1
1990-07-25,119,0,0,119,0,0,0,1,0,0,0,115,0,3,0,0,0,12,2,101,4,0,0,2,113,4
1990-07-26,108,0,0,108,0,0,0,0,0,0,0,108,0,0,0,0,0,6,6,86,10,0,0,4,102,2
1990-07-27,77,0,9,68,0,0,0,0,7,0,0,70,0,0,0,0,0,8,1,62,6,0,0,5,72,0
1990-07-28,72,0,2,70,0,0,0,0,2,0,0,70,0,0,0,0,0,6,3,58,5,0,0,2,68,2
1990-07-29,56,0,5,51,0,0,0,0,4,0,0,51,0,1,0,0,0,6,1,43,6,0,0,5,49,2
1990-07-30,88,0,9,79,0,0,0,0,5,0,0,83,0,0,0,0,0,5,1,76,6,0,0,3,84,1
1990-07-31,107,0,0,107,0,0,0,0,0,0,0,107,0,0,0,0,0,12,4,81,10,0,0,1,105,1
1990-08-01,99,0,53,46,0,0,0,2,4,0,5,87,0,1,0,0,0,10,1,68,20,0,0,44,49,6
1990-08-02,50,0,9,41,0,0,0,0,2,0,0,42,4,0,2,0,0,3,1,39,7,0,0,10,37,3
1990-08-03,56,0,0,56,0,0,0,0,1,0,0,54,1,0,0,0,0,6,0,40,10,0,0,7,49,0
1990-08-04,52,0,0,52,0,0,0,0,0,0,0,51,1,0,0,0,0,6,0,42,4,0,0,3,46,3
1990-08-05,87,0,9,78,0,0,0,0,3,0,0,83,0,1,0,0,0,13,1,66,7,0,0,4,82,1
1990-08-06,73,1,35,37,0,0,0,1,23,0,0,49,0,0,0,0,0,1,2,64,6,0,0,4,67,2
1990-08-07,57,0,1,56,0,0,0,0,1,0,0,53,3,0,0,0,0,4,1,50,2,0,0,1,55,1
1990-08-08,98,0,1,97,0,0,0,0,1,0,0,97,0,0,0,0,0,8,4,78,8,0,0,6,90,2
1990-08-09,67,0,0,67,0,0,0,0,0,0,0,66,0,1,0,0,0,2,2,56,7,0,0,5,61,1
1990-08-10,92,0,1,89,2,0,0,1,0,0,0,91,0,0,0,0,0,12,2,69,9,0,0,8,82,2
1990-08-11,87,0,6,81,0,0,0,2,1,0,0,82,0,2,0,0,0,7,4,64,12,0,0,27,54,6
1990-08-12,14,4,9,1,0,0,0,1,4,3,0,4,0,0,0,2,0,2,0,10,2,0,0,7,6,1
1990-08-13,85,0,9,76,0,0,0,1,3,0,1,79,0,1,0,0,0,4,6,69,6,0,0,6,78,1
1990-08-14,94,0,8,84,0,0,2,1,4,0,0,89,0,0,0,0,0,5,5,81,3,0,0,5,89,0
1990-08-15,73,0,34,38,0,0,1,0,24,0,0,45,1,0,3,0,0,9,4,54,6,0,0,6,66,1
1990-08-16,80,0,17,63,0,0,0,0,8,0,0,63,5,0,4,0,0,6,3,65,6,0,0,2,77,1
1990-08-17,70,0,10,60,0,0,0,0,7,0,0,60,3,0,0,0,0,4,2,59,5,0,0,6,62,2
1990-08-18,52,0,6,46,0,0,0,0,2,0,0,50,0,0,0,0,0,5,2,41,4,0,0,3,49,0
1990-08-19,39,0,27,11,0,0,1,0,19,0,0,19,0,0,1,0,0,3,2,31,3,0,0,8,30,1
1990-08-20,78,0,10,68,0,0,0,0,5,0,0,69,4,0,0,0,0,6,5,62,5,0,0,3,75,0
1990-08-21,91,0,3,88,0,0,0,0,0,0,0,90,0,1,0,0,0,6,3,74,8,0,0,9,81,1
1990-08-22,75,0,2,73,0,0,0,0,2,0,0,73,0,0,0,0,0,9,9,53,4,0,0,5,67,3
1990-08-23,92,0,1,91,0,0,0,0,0,0,0,91,0,1,0,0,0,9,3,72,8,0,0,4,86,2
1990-08-24,96,0,5,91,0,0,0,0,2,0,1,92,1,0,0,0,0,4,4,86,2,0,0,4,89,3
1990-08-25,61,0,1,59,0,0,1,0,0,0,0,61,0,0,0,0,0,4,2,52,3,0,0,4,56,1
1990-08-26,59,0,2,55,0,1,1,0,3,0,0,55,1,0,0,0,0,4,1,53,1,0,0,6,51,2
1990-08-27,54,0,2,51,0,0,1,0,1,0,1,52,0,0,0,0,0,2,0,50,2,0,0,6,46,2
1990-08-28,90,0,5,84,0,0,1,0,1,0,0,88,0,1,0,0,0,11,6,67,6,0,0,5,83,2
1990-08-29,86,0,21,65,0,0,0,1,18,0,0,66,1,0,0,0,0,6,4,73,3,0,0,9,73,4
1990-08-30,109,0,6,103,0,0,0,1,0,0,0,107,0,1,0,0,0,9,4,88,8,0,0,11,97,1
1990-08-31,79,0,5,74,0,0,0,0,1,0,0,78,0,0,0,0,0,8,3,61,7,0,0,6,72,1
1990-09-01,72,0,40,32,0,0,0,1,8,0,1,61,0,0,1,0,0,12,1,53,6,0,0,33,32,7
1990-09-02,80,0,21,59,0,0,0,0,12,0,0,60,3,2,3,0,0,6,5,60,9,0,0,17,57,6
1990-09-03,63,0,4,59,0,0,0,1,3,0,0,54,5,0,0,0,0,4,1,52,6,0,0,13,48,2
1990-09-04,77,0,1,76,0,0,0,1,1,0,0,74,0,1,0,0,0,6,5,60,6,0,0,2,72,3
1990-09-05,65,0,10,55,0,0,0,1,6,0,0,58,0,0,0,0,0,5,0,54,6,0,0,2,62,1
1990-09-06,48,0,17,31,0,0,0,0,13,0,0,35,0,0,0,0,0,4,2,40,2,0,0,4,44,0
1990-09-07,75,0,2,73,0,0,0,1,0,0,0,63,10,0,1,0,0,1,2,69,3,0,0,2,70,3
1990-09-08,94,0,1,93,0,0,0,0,1,0,0,93,0,0,0,0,0,9,4,78,3,0,0,4,89,1
1990-09-09,70,0,0,70,0,0,0,0,0,0,0,69,1,0,0,0,0,5,2,59,4,0,0,7,59,4
1990-09-10,66,0,5,61,0,0,0,0,4,0,0,58,4,0,0,0,0,7,4,46,9,0,0,14,50,2
1990-09-11,82,0,45,36,0,0,1,3,25,0,1,52,0,1,0,0,0,5,3,68,6,0,0,31,47,4
1990-09-12,15,3,8,3,1,0,0,0,4,4,0,6,1,0,0,0,0,0,0,13,2,0,0,5,10,0
1990-09-13,79,0,1,78,0,0,0,0,0,0,0,79,0,0,0,0,0,13,4,52,10,0,0,5,71,3
1990-09-14,93,0,0,93,0,0,0,0,0,0,0,91,1,1,0,0,0,7,4,74,8,0,0,10,77,6
1990-09-15,60,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,2,0,55,3,0,0,4,55,1
1990-09-16,59,0,1,57,0,0,1,0,1,0,0,58,0,0,0,0,0,0,1,58,0,0,0,2,55,2
1990-09-17,79,0,22,57,0,0,0,2,10,0,0,65,0,1,1,0,0,6,3,66,4,0,0,6,72,1
1990-09-18,85,0,15,70,0,0,0,0,7,0,0,69,8,1,0,0,0,4,2,72,7,0,0,13,70,2
1990-09-19,94,0,25,69,0,0,0,1,10,0,0,64,13,0,6,0,0,8,2,76,8,0,0,11,80,3
1990-09-20,58,0,14,44,0,0,0,0,10,0,0,44,2,0,2,0,0,9,0,42,7,0,0,5,52,1
1990-09-21,81,0,7,73,0,0,1,0,5,0,0,65,11,0,0,0,0,5,1,70,5,0,0,8,70,3
1990-09-22,51,0,11,39,0,0,1,1,5,0,0,44,0,1,0,0,0,4,3,37,7,0,0,10,41,0
1990-09-23,37,0,14,23,0,0,0,0,7,0,0,29,0,1,0,0,0,2,0,30,5,0,0,4,32,1
1990-09-24,78,0,29,48,0,0,1,6,12,0,0,60,0,0,0,0,0,7,2,59,10,0,0,9,69,0
1990-09-25,79,0,13,66,0,0,0,0,3,0,0,75,1,0,0,0,0,5,7,58,9,0,0,8,70,1
1990-09-26,77,0,1,75,0,0,1,0,0,0,0,76,1,0,0,0,0,10,4,54,9,0,0,9,66,2
1990-09-27,54,0,2,51,0,0,1,0,0,0,0,54,0,0,0,0,0,3,2,43,6,0,0,8,46,0
1990-09-28,80,0,3,76,0,0,1,0,3,0,0,77,0,0,0,0,0,11,1,60,8,0,0,6,74,0
1990-09-29,55,0,33,21,0,0,1,1,25,0,0,29,0,0,0,0,0,3,1,48,3,0,0,4,50,1
1990-09-30,40,0,21,18,0,1,0,0,16,0,0,22,0,1,1,0,0,1,1,33,5,0,0,6,33,1
1990-10-01,65,0,26,39,0,0,0,3,6,0,0,53,2,1,0,0,0,10,1,44,10,0,0,34,23,8
1990-10-02,43,0,29,14,0,0,0,0,12,0,0,27,0,1,3,0,0,1,3,35,4,0,0,10,30,3
1990-10-03,47,0,2,45,0,0,0,0,0,0,0,44,2,1,0,0,0,4,2,39,2,0,0,12,34,1
1990-10-04,62,0,5,57,0,0,0,0,1,0,0,60,0,1,0,0,0,4,0,54,4,0,0,8,54,0
1990-10-05,95,0,24,71,0,0,0,2,14,0,0,79,0,0,0,0,0,7,5,75,8,0,0,7,85,3
1990-10-06,51,0,3,47,1,0,0,0,2,0,0,49,0,0,0,0,0,2,0,48,1,0,0,1,50,0
1990-10-07,82,0,0,82,0,0,0,0,0,0,0,82,0,0,0,0,0,11,3,60,8,0,0,3,78,1
1990-10-08,100,0,3,97,0,0,0,0,0,0,0,100,0,0,0,0,0,7,3,81,9,0,0,6,91,3
1990-10-09,98,0,0,98,0,0,0,0,0,0,0,97,0,1,0,0,0,8,2,81,7,0,0,5,93,0
1990-10-10,73,0,18,53,0,0,2,0,16,0,0,56,1,0,0,0,0,6,0,60,7,0,0,16,54,3
1990-10-11,49,0,40,9,0,0,0,1,21,0,1,25,0,1,0,0,0,4,3,38,4,0,0,14,33,2
1990-10-12,53,0,30,23,0,0,0,4,8,0,0,36,3,0,2,0,0,2,1,40,10,0,0,24,21,8
1990-10-13,59,0,1,58,0,0,0,0,0,0,0,59,0,0,0,0,0,4,2,51,2,0,0,8,46,5
1990-10-14,68,0,1,67,0,0,0,1,0,0,0,65,1,1,0,0,0,3,0,62,3,0,0,13,54,1
1990-10-15,85,0,30,55,0,0,0,2,13,0,0,63,2,3,2,0,0,7,6,64,8,0,0,15,65,5
1990-10-16,85,0,6,79,0,0,0,0,1,0,0,84,0,0,0,0,0,10,4,61,10,0,0,14,69,2
1990-10-17,83,0,24,58,0,0,1,3,15,0,0,64,1,0,0,0,0,6,1,71,5,0,0,13,65,5
1990-10-18,98,0,62,35,0,0,1,2,44,0,1,48,0,1,1,1,0,7,1,77,13,0,0,23,71,4
1990-10-19,71,0,34,37,0,0,0,0,22,0,1,46,0,1,1,0,0,4,4,54,9,0,0,19,48,4
1990-10-20,40,0,6,34,0,0,0,0,1,0,2,37,0,0,0,0,0,3,0,34,3,0,0,12,27,1
1990-10-21,30,0,1,29,0,0,0,1,1,0,0,26,2,0,0,0,0,4,0,22,4,0,0,8,22,0
1990-10-22,65,0,2,63,0,0,0,1,1,0,0,62,1,0,0,0,0,6,3,50,6,0,0,11,51,3
1990-10-23,68,0,4,64,0,0,0,0,0,0,0,68,0,0,0,0,0,6,4,51,7,0,0,8,57,3
1990-10-24,83,0,41,42,0,0,0,3,17,0,1,61,0,1,0,0,0,5,4,62,12,0,0,17,64,2
1990-10-25,83,0,34,49,0,0,0,3,7,0,0,73,0,0,0,0,0,5,3,67,8,0,0,27,56,0
1990-10-26,85,0,45,40,0,0,0,5,16,0,0,64,0,0,0,0,0,7,6,63,9,0,0,22,57,6
1990-10-27,47,0,26,19,0,0,2,0,14,0,0,28,0,1,4,0,0,4,1,34,8,0,0,10,30,7
1990-10-28,22,0,10,12,0,0,0,0,3,0,0,14,1,0,4,0,0,0,1,17,4,0,0,6,15,1
1990-10-29,78,0,42,36,0,0,0,4,22,0,0,50,0,0,2,0,0,8,2,61,7,0,0,15,59,4
1990-10-30,72,0,25,47,0,0,0,1,10,0,0,57,2,0,2,0,0,6,2,57,7,0,0,15,57,0
1990-10-31,72,0,32,39,0,0,1,3,14,0,0,47,2,3,3,0,0,5,3,57,7,0,0,20,50,2
1990-11-01,68,0,15,53,0,0,0,0,6,0,0,61,0,0,1,0,0,3,1,55,9,0,0,36,29,3
1990-11-02,32,0,21,11,0,0,0,0,8,0,0,17,3,0,4,0,0,1,1,28,2,0,0,11,21,0
1990-11-03,42,0,1,41,0,0,0,0,1,0,0,35,5,1,0,0,0,3,0,36,3,0,0,5,35,2
1990-11-04,66,0,0,66,0,0,0,0,0,0,0,66,0,0,0,0,0,6,6,49,5,0,0,6,59,1
1990-11-05,73,0,14,59,0,0,0,1,6,0,0,66,0,0,0,0,0,10,3,54,6,0,0,3,69,1
1990-11-06,80,0,7,72,0,0,1,0,2,0,0,76,1,1,0,0,0,4,3,70,3,0,0,4,76,0
1990-11-07,111,0,1,110,0,0,0,0,0,0,0,108,3,0,0,0,0,8,2,89,12,0,0,3,107,1
1990-11-08,56,0,0,56,0,0,0,0,0,0,0,56,0,0,0,0,0,6,0,47,3,0,0,4,51,1
1990-11-09,84,0,0,84,0,0,0,0,0,0,0,83,0,1,0,0,0,5,3,74,2,0,0,11,72,1
1990-11-10,70,0,13,57,0,0,0,1,10,0,0,58,1,0,0,0,0,4,1,54,11,0,0,18,52,0
1990-11-11,38,0,15,23,0,0,0,2,2,0,1,33,0,0,0,0,0,2,1,28,7,0,0,12,24,2
1990-11-12,79,1,39,37,2,0,0,3,23,2,0,45,4,0,1,1,0,7,2,56,14,0,0,31,44,4
1990-11-13,73,0,36,36,0,0,1,2,17,0,0,54,0,0,0,0,0,11,1,54,7,0,0,28,40,5
1990-11-14,78,0,25,53,0,0,0,1,6,0,1,69,1,0,0,0,0,10,1,57,10,0,0,29,45,4
1990-11-15,75,0,22,52,0,0,1,0,7,0,0,65,1,2,0,0,0,11,5,51,8,0,0,35,35,5
1990-11-16,85,0,51,34,0,0,0,2,21,0,0,52,2,1,7,0,0,11,1,58,15,0,0,33,48,4
1990-11-17,39,0,18,21,0,0,0,1,8,0,0,25,4,0,1,0,0,3,0,33,3,0,0,12,25,2
